title,abstract,authors,journal,year,doi,openalex_id,source_db,alignment_score,alignment_level,matched_core_terms,matched_title_core_terms,matched_availability_terms,matched_title_availability_terms,matched_themes,theme_count,project_driver_theme_count,availability_driver_theme_count,skip_terms
Impacts of climate change on food system security and sustainability in Bangladesh,"ABSTRACT Climate change poses a significant threat to the security and sustainability of global food systems, particularly in vulnerable regions such as Bangladesh. This paper comprehensively reviews the impact of climate change on food system security and sustainability in Bangladesh. Specifically, it examines the country's food system and, the climatic conditions endangering food systems and associated vulnerabilities. A systematic review methodology was adopted to select the relevant literature, based on predefined inclusion criteria and research questions. To mitigate selection bias, the research team independently screened and evaluated the articles for inclusion in the review process. Our review reveals increasing trends in temperature fluctuations and irregular rainfall occurrences, posing significant challenges in terms of crop management and planning. The occurrence of floods due to extreme rainfall and sea-level rise exacerbates food insecurity in affected areas. Additionally, moderate to severe droughts have been identified in some regions. The paper also evaluates the effectiveness of current adaptation initiatives and the degree of integration among relevant stakeholders. Through this analysis, the paper emphasizes the importance of local climate-change adaptation strategies and stakeholder collaboration in mitigating the adverse impacts of climate-change on food system security.",Muhammad Muhitur Rahman; Muhammad Muhitur Rahman; Md. Monirul Islam Chowdhury,Journal of Water and Climate Change,2024,10.2166/wcc.2024.631,https://openalex.org/W4395038466,OpenAlex,15,strict,food insecurity,,food system,food system,climate_environment; gender_poverty_inclusion,2,1,0,
GLOBAL AGRICULTURAL LOSSES AND THEIR CAUSES,"Various biotic, abiotic and anthropogenic factors are causing enormous food losses. Burgeoning human population demands for more food, however scarcity and unavailability of natural resources occurring globally. Major factors causing these losses include pests, diseases, pathogens, climatic changes, salinity, drought, loss of arable lands and weeds. Post-harvest losses are also responsible for devastating negative role towards global food losses. Inadequate use of resources leads to the exploitation and loss of arable land. Currently 38% losses to agriculture are solely caused by insect pests while 34% losses are due to weeds. Abiotic factors account for more than 50% agricultural losses. Arable land is decreasing day by day due to increased urbanization and industrialization. Climate change also potentially decreases 10-25% of agricultural productivity and forecasted to cause more within next 50 years. All these problems are worse in under-developed countries due to uncontrolled measures and lack of awareness among the community. It has been reported that human population will increase to 11 billion within next 80 years, it is crucial now to minimize these losses for in order to ensure food security and sustainable development. Food losses needs to be minimized by considering the current scenario and needs to devise appropriate strategies to enhance food production by exploiting minimum natural resources. Focus of this review article is to convey reasons of food losses worldwide and depletion of natural resources to research and farming community so that appropriate methods for food security and sustainability could be devised and implemented.",MD JUNAID; AF GOKCE,Bulletin of Biological and Allied Sciences Research,2024,10.54112/bbasr.v2024i1.66,https://openalex.org/W4392130309,OpenAlex,15,strict,food security,,food losses; food production; post-harvest losses,,climate_environment; post_harvest_loss; production_yield_cereals,3,2,2,
A better use of fertilizers is needed for global food security and environmental sustainability,"Abstract The massive use of fertilizers during the last decades allowed a great increase in the global capacity of food production. However, in the last years, several studies highlight the inefficiency and country asymmetries in the use of these fertilizers that generated environmental problems, soil nutritional imbalances and not optimal food production. We have aimed to summarize this information and identify and disentangle the key caveats that should be solved. Inadequate global management of fertilization produces areas with serious nutrient deficits in croplands linked with insufficient access to fertilizers that clearly limit food production, and areas that are overfertilized with the consequent problems of environmental pollution affecting human health. A more efficient use of nitrogen (N), phosphorus (P) and potassium (K) fertilizers for food security while preserving the environment is thus needed. Nutrient imbalances, particularly the disequilibrium of the N:P ratio due to the unbalanced release of N and P from anthropogenic activities, mainly by crop fertilization and expanding N-fixing crops that have continuously increased the soil N:P ratio, is another issue to resolve. This imbalance has already affected several terrestrial and aquatic ecosystems, altering their species composition and functionality and threatening global biodiversity. The different economic and geopolitical traits of these three main macronutrient fertilizers must be considered. P has the fewest reserves, depending mostly on mineable efforts, with most of the reserves concentrated in very few countries (85% in Morocco). This problem is a great concern for the current and near-future access to P for low-income countries. N is instead readily available due to the well-established and relatively low-cost Haber–Bosch synthesis of ammonium from atmospheric N 2 , which is increasingly used, even in some low-income countries producing an increasing imbalance in nutrient ratios with the application of P and K fertilizers. The anthropogenic inputs of these three macronutrients to the environment have reached the levels of the natural fluxes, thereby substantially altering their global cycles. The case of the excess of N fertilization is especially paradigmatic in several areas of the world, where continental water sources have become useless due to the higher nitrate concentrations. The management of N, P and K fertilizers is thus in the center of the main dichotomy between food security and environmentally driven problems, such as climate change or eutrophication/pollution. Such a key role demands new legislation for adopting the well-known and common-sense 4R principle (right nutrient source at the right rate, right time and right place) that would help to ensure the appropriate use of nutrient resources and the optimization of productivity.",Josep Peñuelas; Fernando Coello; Jordi Sardans,Agriculture & Food Security,2023,10.1186/s40066-023-00409-5,https://openalex.org/W4360615396,OpenAlex,15,strict,food security,food security,food production,,climate_environment; production_yield_cereals,2,1,1,
Global investment gap in agricultural research and innovation to meet Sustainable Development Goals for hunger and Paris Agreement climate change mitigation,"This paper provides estimates of the global investment gap in agricultural research and development (R&amp;amp;D) and innovation. The investment gap is defined as the additional annual investments required to end hunger in 2030 (Sustainable Development Goal SDG2) and to put agriculture on the pathway to the Paris Agreement target for 1.5°C increase over pre-industrial temperature levels. The investment gap is projected relative to a reference scenario with projections to 2030 using an integrated economic-biophysical model of the global agri-food system. In addition to showing the impacts on hunger, the modeling results are used to simulate the effect of the gap-closing investments on greenhouse gas (GHG) emissions from agriculture. In addition to projecting the impacts of overall investment in agricultural R&amp;amp;D on productivity and environmental outcomes, the analysis assesses the contributions of different types of innovative technologies and farming systems to the environmental outcomes, especially technologies that contribute to sustainability outcomes. Sustainability-oriented technologies and management practices examined include conservation tillage, nitrogen-use efficiency, improved livestock management, and other climate-smart technologies. The projected results show that additional agricultural R&amp;amp;D investments of USD 4 billion per year above baseline investments together with USD 6.5 billion per year invested in technical climate-smart options, can reduce hunger to 5% globally and achieve 2030 GHG emission reductions consistent with the Paris Agreement 2°C and 1.5°C pathways to 2030.",Mark W. Rosegrant; Timothy B. Sulser; Keith Wiebe,Frontiers in Sustainable Food Systems,2022,10.3389/fsufs.2022.965767,https://openalex.org/W4301585687,OpenAlex,15,strict,hunger,hunger,food system,,climate_environment; production_yield_cereals,2,1,1,
Seven Food System Metrics of Sustainable Nutrition Security,"Sustainability considerations have been absent from most food security assessments conducted to date, despite the tremendous economic, environmental, and social implications of meeting accelerating food demand in the face of water shortages and climate change. In addition, previous food security work has generally focused only on achieving adequate calories, rather than addressing dietary diversity and micronutrient adequacy, both of which are critical to maintaining a healthy overall nutritional status. In response to the limitations of previous assessments, a new methodology is proposed here based on the concept of “sustainable nutrition security” (SNS). This novel assessment methodology is intended to remedy both kinds of deficiencies in the previous work by defining seven metrics, each based on a combination of multiple indicators, for use in characterizing sustainable nutrition outcomes of food systems: (1) food nutrient adequacy; (2) ecosystem stability; (3) food affordability and availability; (4) sociocultural wellbeing; (5) food safety; (6) resilience; and (7) waste and loss reduction. Each of the metrics comprises multiple indicators that are combined to derive an overall score (0–100). A novel SNS assessment methodology based on these metrics can be deployed by decision-makers and investors to set meaningful goals, track progress, and evaluate the potential impact of food system interventions intended to improve sustainability and human nutrition outcomes.",David I. Gustafson; Alona Gutman; Whitney Leet,Sustainability,2016,10.3390/su8030196,https://openalex.org/W2273941042,OpenAlex,15,strict,food security; nutrition security,nutrition security,food system,food system,climate_environment,1,1,0,
Food security and sustainable resource management,"Abstract The projected growth in global food demand until mid‐century will challenge our ability to continue recent increases in crop yield and will have a significant impact on natural resources. The water and land requirements of current agriculture are significantly less than global reserves but local shortages are common and have serious impacts on food security. Recent increases in global trade have mitigated some of the effects of spatial and temporal variability. However, trade has a limited impact on low‐income populations who remain dependent on subsistence agriculture and local resources. Potential adverse environmental impacts of increased agricultural production include unsustainable depletion of water and soil resources, major changes in the global nitrogen and phosphorous cycles, human health problems related to excessive nutrient and pesticide use, and loss of habitats that contribute to agricultural productivity. Some typical case studies from China illustrate the connections between the need for increased food production and environmental stress. Sustainable options for decreasing food demand and for increasing production include reduction of food losses on both the producer and consumer ends, elimination of unsustainable practices such as prolonged groundwater overdraft, closing of yield gaps with controlled expansions of fertilizer application, increases in crop yield and pest resistance through advances in biotechnology, and moderate expansion of rain fed and irrigated cropland. Calculations based on reasonable assumptions suggest that such measures could meet the food needs of an increasing global population while protecting the environment.",Dennis McLaughlin; Wolfgang Kinzelbach,Water Resources Research,2015,10.1002/2015wr017053,https://openalex.org/W1830162628,OpenAlex,15,strict,food security,food security,agricultural production; crop yield; food losses; food production,,post_harvest_loss; production_yield_cereals,2,1,2,
Storing Grains for Food Security and Sustainability,"Globally over two billion tonnes of grains are produced annually. The grains are stored at different stages of the grain distribution chain, in defined units such as bags, silos, warehouses, containers and even in piles on the ground. An individual unit or a group of units can be managed as man-made ecosystems, where deterioration of the stored grain is a result of interactions among physical, chemical, and biological factors. Accurate estimates of post-harvest losses of grains are not available, but it can vary from 1-2% in the developed countries, where grain is stored in well managed facilities, to 20-50% in less developed countries, with poorly managed storage systems. Considerable knowledge has been generated to understand the critical parameters for developing efficient grain storage systems. Through proper monitoring and management of interactions, both biotic and abiotic in nature, stored-grains can be protected for over a long period. There is an urgent need to synthesize the status of knowledge to provide directions for future research and development, to minimize the post-harvest losses of grains in different regions of the world. © 2012 NAAS (National Academy of Agricultural Sciences).",Jayas D.S.,Agricultural Research,2012,10.1007/s40003-011-0004-4,,Scopus,15,strict,food security,food security,grain storage; post-harvest losses,,post_harvest_loss; value_chain_market_access,2,2,2,
Improving crop productivity and resource use efficiency to ensure food security and environmental quality in China,"In recent years, agricultural growth in China has accelerated remarkably, but most of this growth has been driven by increased yield per unit area rather than by expansion of the cultivated area. Looking towards 2030, to meet the demand for grain and to feed a growing population on the available arable land, it is suggested that annual crop production should be increased to around 580 Mt and that yield should increase by at least 2% annually. Crop production will become more difficult with climate change, resource scarcity (e.g. land, water, energy, and nutrients) and environmental degradation (e.g. declining soil quality, increased greenhouse gas emissions, and surface water eutrophication). To pursue the fastest and most practical route to improved yield, the near-term strategy is application and extension of existing agricultural technologies. This would lead to substantial improvement in crop and soil management practices, which are currently suboptimal. Two pivotal components are required if we are to follow new trajectories. First, the disciplines of soil management and agronomy need to be given increased emphasis in research and teaching, as part of a grand food security challenge. Second, continued genetic improvement in crop varieties will be vital. However, our view is that the biggest gains from improved technology will come most immediately from combinations of improved crops and improved agronomical practices. The objectives of this paper are to summarize the historical trend of crop production in China and to examine the main constraints to the further increase of crop productivity. The paper provides a perspective on the challenge faced by science and technology in agriculture which must be met both in terms of increased crop productivity but also in increased resource use efficiency and the protection of environmental quality.",Mingsheng Fan; Jianbo Shen; Lixing Yuan,Journal of Experimental Botany,2011,10.1093/jxb/err248,https://openalex.org/W2136166384,OpenAlex,15,strict,food security,food security,crop production,,climate_environment; production_yield_cereals,2,1,1,
The impacts of climatic conditions on cereal production: implications for food security in Africa,,Robert Becker Pickson; Elliot Boateng; Peng Gui,Environment Development and Sustainability,2023,10.1007/s10668-023-03391-x,https://openalex.org/W4378533539,OpenAlex,14,strict,food security,food security,cereal production,cereal production,production_yield_cereals,1,0,1,
Food waste interventions in low-and-middle-income countries: A systematic literature review,"Reduction of food waste in low-and-middle-income countries (LMICs) can provide multi-layered benefits for their sustainable development, through improved food security, enhanced income as well as the creation of environmentally friendly secondary markets. Food systems, however, are often characterised by a complex network of actors across the value chain, where a parochial intervention at a local scale does not always achieve a globally optimal outcome. Here, we systematically reviewed 8318 studies for the current evidence associated with the impact of interventions pursuing food waste reduction in LMICs. We first classified interventions by the target stage within the value chain and by the mechanism of action, and then further based on whether they are primarily designed to prevent or mitigate (recycle, reuse, remanufacture, repurpose and recover) the wastage of the commodity. We found a near-complete disconnect between preventive and mitigative interventions amongst the studies, with the former only investigated at production, storage and transportation stages and the latter only at wholesale and consumption stages. No identified study employed preventive and mitigative measures together to explore the combined level of efficacy. We also identified a strong bias in favour of material-based interventions, with little attention given to knowledge-based alternatives or local capacity building.",Heike B. Rolker; Mark C. Eisler; L. M. Cardenas,Resources Conservation and Recycling,2022,10.1016/j.resconrec.2022.106534,https://openalex.org/W4288420584,OpenAlex,14,strict,food security,,value chain,,post_harvest_loss; value_chain_market_access,2,2,2,
Food and nutrition security and sustainability transitions in food systems,"Abstract The concepts of food security and food sustainability are two main paradigms in the food system discourse—however, they are often addressed separately in the scientific literature. We argue that this disconnect hinders a coherent discussion of sustainability transitions, which will be necessary to solve problems (environmental, social, economic, and health) generated by conventional food systems. Our review highlights linkages between sustainability transitions and food and nutrition security using the perspective of sustainable food systems. We explore the diversity of food security narratives and food sustainability paradigms in the agro‐food arena, analyze relations between food security and food systems sustainability, and suggest options to foster a transition toward sustainable food systems. It is widely acknowledged that food systems sustainability must entail long‐term food and nutrition security in its availability, access, utilization, and stability dimensions. For food systems to deliver food and nutrition security for present and future generations, all their components need to be sustainable, resilient, and efficient. These linkages between food sustainability and food and nutrition security intersect at global, national, local, and household levels. Different strategies can be pursued to foster sustainability transitions in food systems: efficiency increase (e.g., sustainable intensification), demand restraint (e.g., sustainable diets), and food systems transformation (e.g., alternative food systems). Creating sustainable food systems requires moving from an agriculture‐centered to a food system policy and research framework. This will be fundamental to foster the complex and holistic transformation necessary to achieve sustainable food systems, which is, in turn, a prerequisite to achieving sustainable food and nutrition security.",Hamid El Bilali; C. Callenius; Carola Strassner,Food and Energy Security,2018,10.1002/fes3.154,https://openalex.org/W2898380854,OpenAlex,14,strict,food security; nutrition security,nutrition security,food system,,governance_institutions,1,1,0,
Hunger and malnutrition in the 21st century,"Despite record food output globally, hunger is still with us. <b>Patrick Webb and colleagues</b> argue that key policy actions are urgently needed to tackle this scourge and must focus on improving diet quality for all",Patrick Webb; Gunhild A. Stordalen; Sudhvir Singh,BMJ,2018,10.1136/bmj.k2238,https://openalex.org/W2808044684,OpenAlex,14,strict,hunger; malnutrition,hunger; malnutrition,food output,,governance_institutions,1,1,0,
A consumer behavioural approach to food waste,"Purpose Food waste occurs in every stage of the supply chain, but the value-added lost to waste is the highest when consumers waste food. The purpose of this paper is to understand the food waste behaviour of consumers to support policies for minimising food waste. Design/methodology/approach Using the theory of planned behaviour (TPB) as a theoretical lens, the authors design a questionnaire that incorporates contextual factors to explain food waste behaviour. The authors test two models: base (four constructs of TPB) and extended (four constructs of TPB plus six contextual factors). The authors build partial least squares structural equation models to test the hypotheses. Findings The data confirm significant relationships between food waste and contextual factors such as motives, financial attitudes, planning routines, food surplus, social relationships and Ramadan. Research limitations/implications The data comes from an agriculturally resource-constrained country: Qatar. Practical implications Food waste originating from various causes means more food should flow through the supply chains to reach consumers’ homes. Contextual factors identified in this work increase the explanatory power of the base model by 75 per cent. Social implications Changing eating habits during certain periods of the year and food surplus have a strong impact on food waste behaviour. Originality/value A country is considered to be food secure if it can provide its citizens with stable access to sufficient, safe and nutritious food. The findings and conclusions inform and impact upon the development of food waste and food security policies.",Emel Aktaş; Hafize Sahin; Zeynep Topaloğlu,Journal of Enterprise Information Management,2018,10.1108/jeim-03-2018-0051,https://openalex.org/W2886362214,OpenAlex,14,strict,food security,,supply chain,,post_harvest_loss; value_chain_market_access,2,2,2,
Prospects and challenges of fish for food security in Africa,"Fish contribute to Africa's food and nutrition security, but future directions for the fish sector remain uncertain. Using a structural foresight modeling approach, this paper examines past, present, and future trends of fish supply and demand in Africa to highlight challenges and prospects of the fish sector's contribution to food security in the continent. If historical trends are maintained, growth of aquaculture and fisheries would be slow, resulting in declining per capita fish consumption. Alternative scenarios highlight the potential importance of African aquaculture development in addressing food security. Policies to promote sustainable aquaculture, reduce post-harvest losses, and facilitate fish trade are indispensable. Fish deserves more attention in food and nutrition policies due to its prominence in the African food basket.",Chin Yee Chan; Nhuong Van Tran; Shanali Pethiyagoda,Global Food Security,2018,10.1016/j.gfs.2018.12.002,https://openalex.org/W2904773349,OpenAlex,14,strict,food security; nutrition security,food security,post-harvest losses,,post_harvest_loss,1,1,1,
Rice Production in Asia: Key to Global Food Security,,Nirmala Bandumula,Proceedings of the National Academy of Sciences India Section B Biological Sciences,2017,10.1007/s40011-017-0867-7,https://openalex.org/W2606908872,OpenAlex,14,strict,food security,food security,rice production,rice production,production_yield_cereals,1,0,1,
Integrated soil–crop system management for food security,"China and other rapidly developing economies face the dual challenge of substantially increasing yields of cereal grains while at the same time reducing the very substantial environmental impacts of intensive agriculture. We used a model-driven integrated soil-crop system management approach to develop a maize production system that achieved mean maize yields of 13.0 t ha(-1) on 66 on-farm experimental plots--nearly twice the yield of current farmers' practices--with no increase in N fertilizer use. Such integrated soil-crop system management systems represent a priority for agricultural research and implementation, especially in rapidly growing economies.",Xinping Chen; Zhenling Cui; Peter M. Vitousek,Proceedings of the National Academy of Sciences,2011,10.1073/pnas.1101419108,https://openalex.org/W1968327591,OpenAlex,14,strict,food security,food security,cereal grains; maize production,,production_yield_cereals; smallholder_agriculture,2,1,1,
Gebretsadik and Kayombo Discover Environment,"gebretsadikteklu@yahoo.com
Climate change poses growing threats to cereal-based food systems in Sub-Saharan
1 Department of Agricultural
Economics, Sidama Region Africa, where agricultural output relies heavily on weather patterns and on intercon-
Agricultural Research Institute nected geographic areas. In Ethiopia, key crops such as teff, maize, and wheat are
(SiRARI), Hawassa Agricultural
crucial to national food security, but there is limited empirical evidence on how climate
Research Center, Hawassa,
Ethiopia variability and spatial spillovers jointly affect their productivity. This research tackles
2 Department of Agricultural this issue by investigating the spatial and temporal effects of climate change on cereal
Economics, Faculty of Agronomy
yields at the district level throughout Ethiopia from 2000 to 2024. The study uses
and Forestry Engineering,
University of Eduardo Mondlane a dynamic Spatial Durbin Model with harmonized district-level yield data from the Cen-
(UEM), Maputo, Mozambique tral Statistical Agency (CSA), high-resolution rainfall data from CHIRPS, temperature
3 Center of Excellence
and heat-stress metrics from ERA5, and vegetation dynamics from MODIS NDVI. The
for Agri-Food Systems
and Nutrition (CE-AFSN), modeling framework clearly accounts for the persistence of yields over time, spatial
University Eduardo Mondlane, dependence, and spillover effects across districts. Climate factors comprise seasonal
Praça 25 de Junho, Rectory
precipitation, precipitation anomalies, average and peak temperature, consecutive dry
Building, 5° Floor, Maputo,
Mozambique days, and days of heat stress. The findings show robust spatial concentration of yields
and significant statistical effects of climate on all crops. A 1 °C increase in maximum
temperature reduces maize yields by approximately 6–8%, wheat yields by 4–6%,
and teff yields by 3–5%. Seasonal precipitation boosts yield by 4–6% for every 100 mm,
with the greatest impact observed for teff. Spatial spillovers are significant and mainly
detrimental for temperature-related factors: heat stress in one area lowers adja-
cent maize yields by as much as 9%, whereas beneficial rainfall spillovers raise nearby
teff yields by approximately 5–6%. Long-term effects surpass short-term impacts,
indicating accumulated climate stress and spatial feedback processes. These results
show that climate threats to cereal yields in Ethiopia are not limited to specific areas
and that adaptation measures have effects that extend beyond district boundaries.
Socioeconomic and soil conditions were identified as factors that could either lessen
or intensify these effects. Disregarding spatial spillovers leads to an underappreciation
of climate impacts and a misallocation of adaptation funds. The study provides robust,
spatially explicit evidence to inform climate-smart agricultural planning, emphasizing
© The Author(s) 2026. Open Access This article is licensed under a Creative Commons Attribution-NonCommercial-No",,,2026,,,PDF,13,strict,food security,,agricultural output,,climate_environment; production_yield_cereals,2,1,1,
"Global food insecurity and famine from reduced crop, marine fishery and livestock production due to climate disruption from nuclear war soot injection","Atmospheric soot loadings from nuclear weapon detonation would cause disruptions to the Earth's climate, limiting terrestrial and aquatic food production. Here, we use climate, crop and fishery models to estimate the impacts arising from six scenarios of stratospheric soot injection, predicting the total food calories available in each nation post-war after stored food is consumed. In quantifying impacts away from target areas, we demonstrate that soot injections larger than 5 Tg would lead to mass food shortages, and livestock and aquatic food production would be unable to compensate for reduced crop output, in almost all countries. Adaptation measures such as food waste reduction would have limited impact on increasing available calories. We estimate more than 2 billion people could die from nuclear war between India and Pakistan, and more than 5 billion could die from a war between the United States and Russia-underlining the importance of global cooperation in preventing nuclear war.",Lili Xia; Alan Robock; Kim Scherrer,Nature Food,2022,10.1038/s43016-022-00573-0,https://openalex.org/W4291904039,OpenAlex,13,strict,food insecurity,food insecurity,food production,,post_harvest_loss,1,1,1,
Response-to-Failure Analysis of Global Food System Initiatives: A Resilience Perspective,"International food system initiatives have led the efforts to combat the threats to global food security resulting from the failure of the current food systems. This study set out to investigate and assess the contributions of global food system initiatives in tackling the food system challenges. In assessing the food system initiatives, we develop a three-step methodology for Food System Initiative (FSI) selection and then conduct a qualitative evaluation using relevant indicators based on food system failure narratives. Furthermore, the authors synthesize present literature in the context of the extent to which coronavirus disease 2019 (COVID-19) pandemic has compounded food system challenges and, together with the response-to-failure analysis, recreate a resilient transformational framework, which will be an invaluable tool to FSI during and after the COVID-19 era, and guarantee we build back better. The findings show that while considerable effort is being made in addressing food system failures, the current COVID-19 pandemic has exacerbated the challenges and would require a paradigm shift not only in the implementation of conventional food system initiatives but also in the role of food system actors. The food system resilience framework presented provides useful pathway in expanding the understanding of the role of all key stakeholders and in identifying tipping points for building the desired resilience moving forward.",Prince Agyemang; Ebenezer Miezah Kwofie,Frontiers in Sustainable Food Systems,2021,10.3389/fsufs.2021.676997,https://openalex.org/W3186730176,OpenAlex,13,strict,food security,,food system,food system,climate_environment,1,1,0,
The Food Security Conundrum of sub-Saharan Africa,"National food security in countries of sub-Saharan Africa requires an abundant supply of cheap and nutritious food for the burgeoning population. At the same time agriculture is a major contributor to the balance of payments for African economies. So agricultural production in Africa needs to increase strongly to meet the demands of both national and international markets. Yet fragmentation of land due to population pressure in rural areas, and the low prices farmers are paid for their produce, mean that in many rural areas in sub-Saharan Africa the farms are already too small to provide food security or a living income for the household. There is a high dependency on off-farm income and little incentive to intensify production. Thus rural households are often ‘reluctant’ farmers, lacking resources or the economic incentives to invest in agriculture. The conundrum that must be addressed is how to provide cheap, nutritious food to feed the growing urban and rural populations while creating incentives to stimulate increased agricultural production. This will require major transformations of the smallholder farming systems alongside creation of alternative employment.",K.E. Giller,Global Food Security,2020,10.1016/j.gfs.2020.100431,https://openalex.org/W3089203402,OpenAlex,13,strict,food security,food security,agricultural production,,smallholder_agriculture,1,1,0,
Contributing to food security in urban areas: differences between urban agriculture and peri-urban agriculture in the Global North,"Food security is becoming an increasingly relevant topic in the Global North, especially in urban areas. Because such areas do not always have good access to nutritionally adequate food, the question of how to supply them is an urgent priority in order to maintain a healthy population. Urban and peri-urban agriculture, as sources of local fresh food, could play an important role. Whereas some scholars do not differentiate between peri-urban and urban agriculture, seeing them as a single entity, our hypothesis is that they are distinct, and that this has important consequences for food security and other issues. This has knock-on effects for food system planning and has not yet been appropriately analysed. The objectives of this study are to provide a systematic understanding of urban and peri-urban agriculture in the Global North, showing their similarities and differences, and to analyse their impact on urban food security. To this end, an extensive literature review was conducted, resulting in the identification and comparison of their spatial, ecological and socio-economic characteristics. The findings are discussed in terms of their impact on food security in relation to the four levels of the food system: food production, processing, distribution and consumption. The results show that urban and peri-urban agriculture in the Global North indeed differ in most of their characteristics and consequently also in their ability to meet the food needs of urban inhabitants. While urban agriculture still meets food needs mainly at the household level, peri-urban agriculture can provide larger quantities and has broader distribution pathways, giving it a separate status in terms of food security. Nevertheless, both possess (unused) potential, making them valuable for urban food planning, and both face similar threats regarding urbanisation pressures, necessitating adequate planning measures.",Ina Opitz; Regine Berges; Annette Piorr,Agriculture and Human Values,2015,10.1007/s10460-015-9610-2,https://openalex.org/W887434953,OpenAlex,13,strict,food security,food security,food production; food system,,value_chain_market_access,1,1,1,
"Effect of Policy Interventions on Food Security in Tigray, Northern Ethiopia","Following the design of a conservation-based agricultural development strategy and food security strategy, the Tigray government has implemented different pro-poor development programs over the past years to address the problems of food security. This study attempts to investigate the effectiveness of government policy interventions at different scales addressed to improve food security. Food security both at the regional and district level was investigated by deriving food balance sheets for the period 2000-2008. An empirical analysis based on a logit model was also employed to analyze household level food security status. The results of the logit model reveal that government policy interventions such as water harvesting schemes, employment generation schemes, and promotion of technology adoption significantly contribute to a higher likelihood of household food security status. The findings of the food balance sheet also indicate that the region has made some impressive development gains in improving regional food self-sufficiency, indicating the importance of government interventions in improving food security both at the household and regional level.",Anne van der Veen; Tagel Gebrehiwot,Ecology and Society,2011,10.5751/es-03895-160118,https://openalex.org/W2392168909,OpenAlex,13,strict,food security,food security,food balance; food balance sheet,,governance_institutions,1,1,0,
Global drivers of food system (un)sustainability: A multi-country correlation analysis,"At present, our ability to comprehend the dynamics of food systems and the consequences of their rapid 'transformations' is limited. In this paper, we propose to address this gap by exploring the interactions between the sustainability of food systems and a set of key drivers at the global scale. For this we compile a metric of 12 key drivers of food system from a globally-representative set of low, middle, and high-income countries and analyze the relationships between these drivers and a composite index that integrates the four key dimensions of food system sustainability, namely: food security & nutrition, environment, social, and economic dimensions. The two metrics highlight the important data gap that characterizes national systems' statistics-in particular in relation to transformation, transport, retail and distribution. Spearman correlations and Principal Component Analysis are then used to explore associations between levels of sustainability and drivers. With the exception of one economic driver (trade flows in merchandise and services), the majority of the statistically significant correlations found between food system sustainability and drivers appear to be negative. The fact that most of these negative drivers are closely related to the global demographic transition that is currently affecting the world population highlights the magnitude of the challenges ahead. This analysis is the first one that provides quantitative evidence at the global scale about correlations between the four dimensions of sustainability of our food systems and specific drivers.",Christophe Béné; Jessica Fanzo; Steven D. Prager,PLoS ONE,2020,10.1371/journal.pone.0231071,https://openalex.org/W3014293329,OpenAlex,12,strict,food security,,food system,food system,value_chain_market_access,1,1,1,
"Losses, inefficiencies and waste in the global food system","Losses at every stage in the food system influence the extent to which nutritional requirements of a growing global population can be sustainably met. Inefficiencies and losses in agricultural production and consumer behaviour all play a role. This paper aims to understand better the magnitude of different losses and to provide insights into how these influence overall food system efficiency. We take a systems view from primary production of agricultural biomass through to human food requirements and consumption. Quantities and losses over ten stages are calculated and compared in terms of dry mass, wet mass, protein and energy. The comparison reveals significant differences between these measurements, and the potential for wet mass figures used in previous studies to be misleading. The results suggest that due to cumulative losses, the proportion of global agricultural dry biomass consumed as food is just 6% (9.0% for energy and 7.6% for protein), and 24.8% of harvest biomass (31.9% for energy and 27.8% for protein). The highest rates of loss are associated with livestock production, although the largest absolute losses of biomass occur prior to harvest. Losses of harvested crops were also found to be substantial, with 44.0% of crop dry matter (36.9% of energy and 50.1% of protein) lost prior to human consumption. If human over-consumption, defined as food consumption in excess of nutritional requirements, is included as an additional inefficiency, 48.4% of harvested crops were found to be lost (53.2% of energy and 42.3% of protein). Over-eating was found to be at least as large a contributor to food system losses as consumer food waste. The findings suggest that influencing consumer behaviour, e.g. to eat less animal products, or to reduce per capita consumption closer to nutrient requirements, offer substantial potential to improve food security for the rising global population in a sustainable manner.",Peter Alexander; Calum Brown; Almut Arneth,Agricultural Systems,2017,10.1016/j.agsy.2017.01.014,https://openalex.org/W2586918096,OpenAlex,12,strict,food security,,agricultural production; food system,food system,post_harvest_loss,1,1,1,
Distinguishing between yield advances and yield plateaus in historical crop production trends,"Food security and land required for food production largely depend on rate of yield gain of major cereal crops. Previous projections of food security are often more optimistic than what historical yield trends would support. Many econometric projections of future food production assume compound rates of yield gain, which are not consistent with historical yield trends. Here we provide a framework to characterize past yield trends and show that linear trajectories adequately describe past yield trends, which means the relative rate of gain decreases over time. Furthermore, there is evidence of yield plateaus or abrupt decreases in rate of yield gain, including rice in eastern Asia and wheat in northwest Europe, which account for 31% of total global rice, wheat and maize production. Estimating future food production capacity would benefit from an analysis of past crop yield trends based on a robust statistical analysis framework that evaluates historical yield trajectories and plateaus.",Patricio Grassini; Kent M. Eskridge; Kenneth G. Cassman,Nature Communications,2013,10.1038/ncomms3918,https://openalex.org/W1990537262,OpenAlex,12,strict,food security,,crop production; crop yield; food production; maize production,crop production,production_yield_cereals,1,0,1,
